INFO 2026-05-05 14:39:52,780 autoreload 9824 5088 Watching for file changes with StatReloader
INFO 2026-05-05 14:42:06,524 autoreload 9824 5088 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-05 14:42:08,436 autoreload 300 16964 Watching for file changes with StatReloader
INFO 2026-05-05 14:42:11,881 autoreload 300 16964 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-05 14:42:14,979 autoreload 19012 17056 Watching for file changes with StatReloader
INFO 2026-05-05 14:47:19,062 autoreload 7520 13564 Watching for file changes with StatReloader
INFO 2026-05-05 14:48:20,126 autoreload 7520 13564 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-05 14:48:24,624 autoreload 11840 8796 Watching for file changes with StatReloader
INFO 2026-05-05 14:48:31,271 autoreload 11840 8796 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-05 14:48:33,411 autoreload 15228 17128 Watching for file changes with StatReloader
INFO 2026-05-05 14:49:02,899 autoreload 15228 17128 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-05 14:53:29,394 autoreload 16436 18780 Watching for file changes with StatReloader
INFO 2026-05-05 14:54:10,920 autoreload 16436 18780 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-05 14:54:14,646 autoreload 5552 10900 Watching for file changes with StatReloader
INFO 2026-05-05 14:54:21,800 log 5552 8088 "GET /admin HTTP/1.1" 301 0
INFO 2026-05-05 14:54:22,118 log 5552 8088 "GET /admin/ HTTP/1.1" 200 4462
INFO 2026-05-05 14:54:22,559 log 5552 16904 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 3538
INFO 2026-05-05 14:54:22,583 log 5552 8088 "GET /static/admin/css/base.css HTTP/1.1" 200 23100
INFO 2026-05-05 14:54:22,605 log 5552 16904 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2026-05-05 14:54:22,650 log 5552 8088 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2026-05-05 14:54:22,665 log 5552 11952 "GET /static/admin/js/theme.js HTTP/1.1" 200 1653
INFO 2026-05-05 14:54:22,725 log 5552 16904 "GET /static/admin/css/responsive.css HTTP/1.1" 200 16273
INFO 2026-05-05 14:54:22,792 log 5552 11952 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2026-05-05 14:54:23,284 log 5552 17444 "GET /static/admin/js/theme.js HTTP/1.1" 200 1653
INFO 2026-05-05 14:54:23,286 log 5552 9332 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
WARNING 2026-05-05 14:54:23,699 log 5552 11952 Not Found: /favicon.ico
WARNING 2026-05-05 14:54:23,701 log 5552 11952 "GET /favicon.ico HTTP/1.1" 404 50885
INFO 2026-05-05 14:55:14,684 log 5552 18332 "GET / HTTP/1.1" 200 173083
INFO 2026-05-05 14:55:14,848 log 5552 18332 "GET /static/css/dist/styles.css?v=1777967714 HTTP/1.1" 200 365368
INFO 2026-05-05 14:55:30,343 log 5552 18332 "GET /rnd/ HTTP/1.1" 200 129565
INFO 2026-05-05 14:55:34,077 log 5552 18332 "GET /production/bom/ HTTP/1.1" 200 252004
INFO 2026-05-05 14:55:41,376 log 5552 18332 "GET /master/customers/ HTTP/1.1" 200 278889
INFO 2026-05-05 14:55:41,591 log 5552 18332 "GET /static/css/dist/styles.css?v=1777967741 HTTP/1.1" 200 365368
INFO 2026-05-05 14:56:19,970 log 5552 11952 "GET /admin/ HTTP/1.1" 200 4462
INFO 2026-05-05 14:56:56,216 autoreload 5552 10900 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-05 14:56:59,415 autoreload 1336 12916 Watching for file changes with StatReloader
INFO 2026-05-05 15:02:55,010 autoreload 14576 16060 Watching for file changes with StatReloader
INFO 2026-05-05 15:04:05,893 autoreload 13560 14968 Watching for file changes with StatReloader
INFO 2026-05-05 15:04:50,384 autoreload 13560 14968 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-05 15:04:54,731 autoreload 3400 18880 Watching for file changes with StatReloader
INFO 2026-05-05 15:05:28,609 autoreload 3400 18880 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-05 15:05:32,051 autoreload 16900 10712 Watching for file changes with StatReloader
INFO 2026-05-06 10:00:29,323 autoreload 16204 9444 Watching for file changes with StatReloader
WARNING 2026-05-06 10:00:43,938 log 16204 20136 Not Found: /api/auth/token/
WARNING 2026-05-06 10:00:43,938 log 16204 20136 "GET /api/auth/token/ HTTP/1.1" 404 50897
WARNING 2026-05-06 10:00:44,172 log 16204 20136 Not Found: /favicon.ico
WARNING 2026-05-06 10:00:44,173 log 16204 20136 "GET /favicon.ico HTTP/1.1" 404 50885
INFO 2026-05-06 10:02:05,283 log 16204 16816 "GET / HTTP/1.1" 200 173071
INFO 2026-05-06 10:02:05,369 log 16204 16816 "GET /static/css/dist/styles.css?v=1778036525 HTTP/1.1" 200 371615
WARNING 2026-05-06 10:02:07,451 log 16204 16816 Not Found: /favicon.ico
WARNING 2026-05-06 10:02:07,455 log 16204 16816 "GET /favicon.ico HTTP/1.1" 404 50885
INFO 2026-05-06 10:03:01,847 log 16204 8268 "GET /sales/retur/ HTTP/1.1" 200 6571012
INFO 2026-05-06 10:03:01,966 log 16204 10764 "GET /static/css/dist/styles.css?v=1778036581 HTTP/1.1" 200 371615
INFO 2026-05-06 10:03:25,024 log 16204 9768 "GET /rnd/ HTTP/1.1" 200 129569
INFO 2026-05-06 10:03:25,724 log 16204 9768 "GET /static/css/dist/styles.css?v=1778036604 HTTP/1.1" 200 371615
INFO 2026-05-06 10:03:28,861 log 16204 8268 "GET /reports/sales/ HTTP/1.1" 200 303813
INFO 2026-05-06 10:03:29,523 log 16204 8268 "GET /static/css/dist/styles.css?v=1778036608 HTTP/1.1" 200 371615
INFO 2026-05-06 10:03:31,005 log 16204 10764 "GET /production/bom/ HTTP/1.1" 200 252004
INFO 2026-05-06 10:03:31,838 log 16204 10764 "GET /static/css/dist/styles.css?v=1778036610 HTTP/1.1" 200 371615
INFO 2026-05-06 10:04:26,516 basehttp 16204 16816 - Broken pipe from ('127.0.0.1', 63901)
INFO 2026-05-06 10:26:51,818 log 16204 16312 "GET /locations/ HTTP/1.1" 200 171225
INFO 2026-05-06 10:26:51,973 log 16204 16312 "GET /static/css/dist/styles.css?v=1778038011 HTTP/1.1" 200 371615
INFO 2026-05-06 10:27:15,597 log 16204 16312 "GET /admin HTTP/1.1" 301 0
INFO 2026-05-06 10:27:15,713 log 16204 16312 "GET /admin/ HTTP/1.1" 200 4462
INFO 2026-05-06 10:27:15,788 log 16204 19936 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2026-05-06 10:27:15,796 log 16204 15380 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2026-05-06 10:27:15,803 log 16204 19200 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 3538
INFO 2026-05-06 10:27:15,799 log 16204 16312 "GET /static/admin/css/base.css HTTP/1.1" 200 23100
INFO 2026-05-06 10:27:15,819 log 16204 14596 "GET /static/admin/css/responsive.css HTTP/1.1" 200 16273
INFO 2026-05-06 10:27:15,853 log 16204 6652 "GET /static/admin/js/theme.js HTTP/1.1" 200 1653
INFO 2026-05-06 10:27:15,873 log 16204 14596 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2026-05-06 10:27:25,460 log 16204 14596 "GET /admin/ HTTP/1.1" 200 4462
INFO 2026-05-06 10:29:46,134 autoreload 16204 9444 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-06 10:29:50,752 autoreload 19484 12936 Watching for file changes with StatReloader
INFO 2026-05-06 10:29:55,026 autoreload 19484 12936 D:\APPS\Project\lumra\lumra_system\settings.py changed, reloading.
INFO 2026-05-06 10:29:59,620 autoreload 11340 292 Watching for file changes with StatReloader
